book_id,book_title,chapter_id,chapter_title,paragraph_id,paragraph_text,tokenized
2,The Hunter's Lodge Case,2,*       *       *       *       *,1,"I was in a fever of impatience to get at all the facts. Japp had two or three hours start of me, and his anxiety to be gone made me keen to be close at his heels. Mrs. Havering did not keep me","['I', 'fever', 'impatience', 'get', 'fact', 'Japp', 'two', 'three', 'hour', 'start', 'anxiety', 'go', 'make', 'keen', 'close', 'heel', 'Mrs.', 'Havering', 'keep']"
2,The Hunter's Lodge Case,2,*       *       *       *       *,2,"waiting long. In a few minutes I heard a light step descending the stairs, and looked up to see a very handsome young woman coming toward me. She wore a flame-colored jumper, that set off the slender boyishness of her figure. On her","['wait', 'long', 'in', 'minute', 'I', 'hear', 'light', 'step', 'descend', 'stair', 'look', 'see', 'handsome', 'young', 'woman', 'come', 'toward', 'she', 'wear', 'flame', 'colored', 'jumper', 'set', 'slender', 'boyishness', 'figure', 'on']"
2,The Hunter's Lodge Case,2,*       *       *       *       *,3,"dark head was a little hat of flame-colored leather. Even the present tragedy could not dim the vitality of her personality. I introduced myself, and she nodded in quick comprehension. “Of course I have often heard of you and your colleague, M. Poirot.","['dark', 'head', 'little', 'hat', 'flame', 'color', 'leather', 'even', 'present', 'tragedy', 'could', 'dim', 'vitality', 'personality', 'I', 'introduce', 'nod', 'quick', 'comprehension', 'of', 'course', 'I', 'often', 'hear', 'colleague', 'M.', 'Poirot']"
2,The Hunter's Lodge Case,2,*       *       *       *       *,4,"You have done some wonderful things together, haven’t you? It was very clever of my husband to get you so promptly. Now, will you ask me questions? That is the easiest way, isn’t it, of getting to know all you want to about","['you', 'do', 'wonderful', 'thing', 'together', 'n’t', 'it', 'clever', 'husband', 'get', 'promptly', 'now', 'ask', 'question', 'that', 'easy', 'way', 'n’t', 'get', 'know', 'want']"
2,The Hunter's Lodge Case,2,*       *       *       *       *,5,"this dreadful affair?” “Thank you, Mrs. Havering. Now, what time was it that this man arrived?” “It must have been just before nine o’clock. We had finished dinner, and were sitting over our coffee and cigarettes.” “Your husband had already left for London?”","['dreadful', 'affair', 'thank', 'Mrs.', 'Havering', 'now', 'time', 'man', 'arrive', 'it', 'must', 'nine', 'o’clock', 'we', 'finish', 'dinner', 'sit', 'coffee', 'cigarette', 'your', 'husband', 'already', 'leave', 'London']"
2,The Hunter's Lodge Case,2,*       *       *       *       *,6,"“Yes, he went up by the six-fifteen.” “Did he go by car to the station, or did he walk?” “Our own car isn’t down here. One came out from the garage in Elmer’s Dale to fetch him in time for the train.”","['yes', 'go', 'six', 'fifteen', 'do', 'go', 'car', 'station', 'walk', 'our', 'car', 'not', 'one', 'come', 'garage', 'Elmer', '’s', 'Dale', 'fetch', 'time', 'train']"
2,The Hunter's Lodge Case,2,*       *       *       *       *,7,"“Was Mr. Pace quite his usual self?” “Absolutely—most normal in every way.” “Now, can you describe this visitor at all?” “I’m afraid not. I didn’t see him. Mrs. Middleton showed him straight into the gun-room and then came to tell my uncle.”","['be', 'Mr.', 'Pace', 'quite', 'usual', 'self', 'absolutely', 'normal', 'every', 'way', 'now', 'describe', 'visitor', 'I', '’m', 'afraid', 'I', 'not', 'see', 'Mrs.', 'Middleton', 'show', 'straight', 'gun', 'room', 'come', 'tell', 'uncle']"
2,The Hunter's Lodge Case,2,*       *       *       *       *,8,"“What did your uncle say?” “He seemed rather annoyed, but went off at once. It was about five minutes later that I heard the sound of raised voices. I ran out into the hall, and almost collided with Mrs. Middleton. Then we","['what', 'uncle', 'say', 'he', 'seem', 'rather', 'annoyed', 'go', 'it', 'five', 'minute', 'later', 'I', 'hear', 'sound', 'raise', 'voice', 'I', 'run', 'hall', 'almost', 'collide', 'Mrs.', 'Middleton', 'then']"
2,The Hunter's Lodge Case,2,*       *       *       *       *,9,"heard the shot. The gun-room door was locked on the inside, and we had to go round the house to the window. Of course that took some time, and the murderer had been able to get well away. My poor uncle”—her voice","['hear', 'shot', 'the', 'gun', 'room', 'door', 'lock', 'inside', 'go', 'round', 'house', 'window', 'of', 'course', 'take', 'time', 'murderer', 'able', 'get', 'well', 'away', 'my', 'poor', 'uncle”—her', 'voice']"
2,The Hunter's Lodge Case,2,*       *       *       *       *,10,"faltered—“had been shot through the head. I saw at once that he was dead, and I sent Mrs. Middleton for the police straight away. I was careful to touch nothing in the room but to leave it exactly as I found it.”","['faltered—“had', 'shoot', 'head', 'I', 'see', 'dead', 'I', 'send', 'Mrs.', 'Middleton', 'police', 'straight', 'away', 'I', 'careful', 'touch', 'nothing', 'room', 'leave', 'exactly', 'I', 'find']"
2,The Hunter's Lodge Case,3,*       *       *       *       *,1,"I nodded approval. “Now, as to the weapon?” “Well, I can make a guess at it, Captain Hastings. A pair of revolvers of my husband’s were mounted","['I', 'nod', 'approval', 'now', 'weapon', 'well', 'I', 'make', 'guess', 'Captain', 'Hastings', 'a', 'pair', 'revolver', 'husband', '’s', 'mount']"
2,The Hunter's Lodge Case,3,*       *       *       *       *,2,"upon the wall. One of them is missing. I pointed this out to the police, and they took the other one away with them. When they have","['upon', 'wall', 'one', 'miss', 'I', 'point', 'police', 'take', 'one', 'away', 'when']"
2,The Hunter's Lodge Case,3,*       *       *       *       *,3,"extracted the bullet, I suppose they will know for certain.” “May I go to the gun-room?” “Certainly. The police have finished with it. But the body","['extract', 'bullet', 'I', 'suppose', 'know', 'certain', 'may', 'I', 'go', 'gun', 'room', 'certainly', 'the', 'police', 'finish', 'but', 'body']"
2,The Hunter's Lodge Case,3,*       *       *       *       *,4,"has been removed.” She accompanied me to the scene of the crime. At that moment Havering entered the hall, and with a quick apology, his wife","['remove', 'she', 'accompany', 'scene', 'crime', 'at', 'moment', 'Havering', 'enter', 'hall', 'quick', 'apology', 'wife']"
2,The Hunter's Lodge Case,3,*       *       *       *       *,5,"ran to him. I was left to undertake my investigations alone. I may as well confess at once that they were rather disappointing. In detective-novels, clues","['run', 'I', 'leave', 'undertake', 'investigation', 'alone', 'I', 'may', 'well', 'confess', 'rather', 'disappointing', 'in', 'detective', 'novel', 'clue']"
2,The Hunter's Lodge Case,3,*       *       *       *       *,6,"abound, but here I could find nothing that struck me as out of the ordinary except a large bloodstain on the carpet where I judged the","['abound', 'I', 'could', 'find', 'nothing', 'strike', 'ordinary', 'except', 'large', 'bloodstain', 'carpet', 'I', 'judge']"
2,The Hunter's Lodge Case,3,*       *       *       *       *,7,"dead man had fallen. I examined everything with painstaking care and took a couple of pictures of the room with my little camera, which I had","['dead', 'man', 'fall', 'I', 'examine', 'everything', 'painstaking', 'care', 'take', 'couple', 'picture', 'room', 'little', 'camera', 'I']"
2,The Hunter's Lodge Case,3,*       *       *       *       *,8,"brought with me. I also examined the ground outside the window, but it appeared to have been so heavily trampled that I judged it was useless","['bring', 'I', 'also', 'examine', 'ground', 'outside', 'window', 'appear', 'heavily', 'trample', 'I', 'judge', 'useless']"
2,The Hunter's Lodge Case,3,*       *       *       *       *,9,to waste time over it. Now I had seen all that Hunter’s Lodge had to show me. I must go back to Elmer’s Dale and get,"['waste', 'time', 'now', 'I', 'see', 'Hunter', '’s', 'Lodge', 'show', 'I', 'must', 'go', 'back', 'Elmer', '’s', 'Dale', 'get']"
2,The Hunter's Lodge Case,3,*       *       *       *       *,10,"into touch with Japp. Accordingly I took leave of the Haverings, and was driven off in the car that had brought us up from the station.","['touch', 'Japp', 'accordingly', 'I', 'take', 'leave', 'havering', 'drive', 'car', 'bring', 'we', 'station']"
2,The Hunter's Lodge Case,4,*       *       *       *       *,1,"Japp I found at the Matlock Arms, and he took me forthwith to see the body. Harrington Pace was a small, spare, cleanshaven man, typically American in appearance. He had been shot through the back of the","['japp', 'I', 'find', 'Matlock', 'Arms', 'take', 'forthwith', 'see', 'body', 'Harrington', 'Pace', 'small', 'spare', 'cleanshaven', 'man', 'typically', 'american', 'appearance', 'he', 'shoot', 'back']"
2,The Hunter's Lodge Case,4,*       *       *       *       *,2,"head, and the revolver had been discharged at close quarters. “Turned away for a moment,” remarked Japp, “and the other fellow snatched up a revolver and shot him. The one Mrs. Havering handed over to us was","['head', 'revolver', 'discharge', 'close', 'quarter', 'turn', 'away', 'moment', 'remark', 'Japp', 'fellow', 'snatch', 'revolver', 'shoot', 'the', 'one', 'Mrs.', 'Havering', 'hand', 'we']"
2,The Hunter's Lodge Case,4,*       *       *       *       *,3,"fully loaded, and I suppose the other one was also. Curious what darn fool things people do. Fancy keeping two loaded revolvers hanging up on your wall!” “What do you think of the case?” I asked as","['fully', 'load', 'I', 'suppose', 'one', 'also', 'curious', 'darn', 'fool', 'thing', 'people', 'Fancy', 'keep', 'two', 'load', 'revolver', 'hang', 'wall', 'what', 'think', 'case', 'I', 'ask']"
2,The Hunter's Lodge Case,4,*       *       *       *       *,4,"we left the gruesome chamber behind us. “Well, I’d got my eye on Havering to begin with.... Oh, yes,”—noting my exclamation of astonishment,—“Havering has one or two shady incidents in his past. When he was a boy","['leave', 'gruesome', 'chamber', 'behind', 'we', 'well', 'I', '’d', 'get', 'eye', 'Havering', 'begin', '....', 'oh', 'yes,”—note', 'exclamation', 'astonishment,—“havering', 'one', 'two', 'shady', 'incident', 'past', 'when', 'boy']"
2,The Hunter's Lodge Case,4,*       *       *       *       *,5,"at Oxford, there was some funny business about the signature on one of his father’s checks. All hushed up, of course. Then he’s pretty heavily in debt now, and they’re the kind of debts he wouldn’t like","['Oxford', 'funny', 'business', 'signature', 'one', 'father', '’s', 'check', 'all', 'hush', 'course', 'then', '’', 'pretty', 'heavily', 'debt', '’re', 'kind', 'debt', 'would', 'not', 'like']"
2,The Hunter's Lodge Case,4,*       *       *       *       *,6,"to go to his uncle about; whereas you may be sure the uncle’s will would be in his favor. Yes, I’d got my eye on him, and that’s why I wanted to speak to him before he","['go', 'uncle', 'whereas', 'may', 'sure', 'uncle', '’s', 'would', 'favor', 'yes', 'I', '’d', 'get', 'eye', '’', 'I', 'want', 'speak']"
2,The Hunter's Lodge Case,4,*       *       *       *       *,7,"saw his wife; but their statements dovetail all right, and I’ve been to the station, and there’s no doubt whatever that he left by the six-fifteen. That gets up to London about ten-thirty. He went straight to","['see', 'wife', 'statement', 'dovetail', 'right', 'I', '’ve', 'station', '’', 'doubt', 'whatever', 'leave', 'six', 'fifteen', 'that', 'get', 'London', 'ten', 'thirty', 'he', 'go', 'straight']"
2,The Hunter's Lodge Case,4,*       *       *       *       *,8,"his club, he says, and if that’s confirmed all right—why, he couldn’t have been shooting his uncle here at nine o’clock in a black beard!” “Ah, yes—I was going to ask you what you thought about","['club', 'say', '’s', 'confirm', 'right', 'could', 'not', 'shoot', 'uncle', 'nine', 'o’clock', 'black', 'beard', 'ah', 'yes', 'I', 'go', 'ask', 'think']"
2,The Hunter's Lodge Case,4,*       *       *       *       *,9,"that beard?” Japp winked. “I think it grew pretty fast—grew in the five miles from Elmer’s Dale to Hunter’s Lodge. Americans that I’ve met are mostly clean shaven. I questioned the housekeeper first, and then her","['beard', 'Japp', 'wink', 'I', 'think', 'grow', 'pretty', 'fast', 'grow', 'five', 'mile', 'Elmer', '’s', 'Dale', 'Hunter', '’s', 'Lodge', 'american', 'I', '’ve', 'meet', 'mostly', 'clean', 'shaven', 'I', 'question', 'housekeeper', 'first']"
2,The Hunter's Lodge Case,4,*       *       *       *       *,10,"mistress, and their stories agree all right; but I’m sorry Mrs. Havering didn’t get a look at the fellow. She’s a smart woman, and she might have noticed something that would set us on the track.”","['mistress', 'story', 'agree', 'right', 'I', '’m', 'sorry', 'Mrs.', 'Havering', 'not', 'get', 'look', 'fellow', 'she', '’', 'smart', 'woman', 'might', 'notice', 'something', 'would', 'set', 'we', 'track']"
2,The Hunter's Lodge Case,5,*       *       *       *       *,1,I sat down and wrote a minute and lengthy account to Poirot. I was able to add various further items of information before I posted the letter. The bullet had been extracted and was proved to have been fired from a revolver identical,"['I', 'sit', 'write', 'minute', 'lengthy', 'account', 'Poirot', 'I', 'able', 'add', 'various', 'item', 'information', 'I', 'post', 'letter', 'the', 'bullet', 'extract', 'prove', 'fire', 'revolver', 'identical']"
2,The Hunter's Lodge Case,5,*       *       *       *       *,2,"in size to the one held by the police. Furthermore, Mr. Havering’s movements on the night in question had been checked and verified, and it was proved beyond doubt that he had actually arrived in London by the train in question. And thirdly,","['size', 'one', 'hold', 'police', 'furthermore', 'Mr.', 'Havering', '’s', 'movement', 'night', 'question', 'check', 'verify', 'prove', 'beyond', 'doubt', 'actually', 'arrive', 'London', 'train', 'question', 'and', 'thirdly']"
2,The Hunter's Lodge Case,5,*       *       *       *       *,3,"a sensational development had occurred. A city gentleman, living at Ealing, on crossing Haven Green to get to the District Railway station that morning, had observed a brown paper parcel stuck between the railings. Opening it, he found that it contained a revolver.","['sensational', 'development', 'occur', 'a', 'city', 'gentleman', 'live', 'Ealing', 'cross', 'Haven', 'Green', 'get', 'District', 'Railway', 'station', 'morning', 'observe', 'brown', 'paper', 'parcel', 'stick', 'railing', 'open', 'find', 'contain', 'revolver']"
2,The Hunter's Lodge Case,5,*       *       *       *       *,4,"He handed the parcel over to the local police station, and before night it was proved to be the one we were in search of, the fellow to that given us by Mrs. Havering. One bullet had been fired from it. All this","['he', 'hand', 'parcel', 'local', 'police', 'station', 'night', 'prove', 'one', 'search', 'fellow', 'give', 'we', 'Mrs.', 'Havering', 'one', 'bullet', 'fire', 'all']"
2,The Hunter's Lodge Case,5,*       *       *       *       *,5,I added to my report. A wire from Poirot arrived while I was at breakfast the following morning: Of course black-bearded man was not Havering. Only you or Japp would have such an idea. Wire me description of housekeeper and what clothes she,"['I', 'add', 'report', 'a', 'wire', 'Poirot', 'arrive', 'I', 'breakfast', 'follow', 'morning', 'of', 'course', 'black', 'bearded', 'man', 'havere', 'only', 'Japp', 'would', 'idea', 'wire', 'description', 'housekeeper', 'clothe']"
2,The Hunter's Lodge Case,5,*       *       *       *       *,6,wore this morning. Same of Mrs. Havering. Do not waste time taking photographs of interiors. They are underexposed and not in the least artistic. It seemed to me that Poirot’s style was unnecessarily facetious. I also fancied he was a shade jealous of,"['wear', 'morning', 'same', 'Mrs.', 'Havering', 'do', 'waste', 'time', 'take', 'photograph', 'interior', 'they', 'underexposed', 'least', 'artistic', 'it', 'seem', 'Poirot', '’s', 'style', 'unnecessarily', 'facetious', 'I', 'also', 'fancy', 'shade', 'jealous']"
2,The Hunter's Lodge Case,5,*       *       *       *       *,7,"my position on the spot, with full facilities for handling the case. His request for a description of the clothes worn by the two women appeared to me to be simply ridiculous, but I complied as well as I, a mere man, was","['position', 'spot', 'full', 'facility', 'handle', 'case', 'his', 'request', 'description', 'clothe', 'wear', 'two', 'woman', 'appear', 'simply', 'ridiculous', 'I', 'comply', 'well', 'I', 'mere', 'man']"
2,The Hunter's Lodge Case,5,*       *       *       *       *,8,"able to. At eleven a reply wire came from Poirot: Advise Japp arrest housekeeper before it is too late. Dumfounded, I took the wire to Japp. He swore softly under his breath. “He’s the goods, M. Poirot! If he says so, there’s something","['able', 'at', 'eleven', 'reply', 'wire', 'come', 'Poirot', 'Advise', 'Japp', 'arrest', 'housekeeper', 'late', 'dumfounde', 'I', 'take', 'wire', 'Japp', 'he', 'swear', 'softly', 'breath', 'he', '’', 'good', 'M.', 'Poirot', 'if', 'say', '’', 'something']"
2,The Hunter's Lodge Case,5,*       *       *       *       *,9,"in it. And I hardly noticed the woman! I don’t know that I can go so far as arresting her, but I’ll have her watched. We’ll go up right away and take another look at her.” But it was too late. Mrs. Middleton,","['and', 'I', 'hardly', 'notice', 'woman', 'I', 'not', 'know', 'I', 'go', 'far', 'arrest', 'I', '’ll', 'watch', 'we', '’ll', 'go', 'right', 'away', 'take', 'another', 'look', 'but', 'late', 'Mrs.', 'Middleton']"
2,The Hunter's Lodge Case,5,*       *       *       *       *,10,"that quiet, middle-aged woman, who had appeared so normal and respectable, had vanished into thin air. Her box had been left behind. It contained only ordinary wearing apparel. There was no clue in it to her identity, or as to her whereabouts.","['quiet', 'middle', 'aged', 'woman', 'appear', 'normal', 'respectable', 'vanish', 'thin', 'air', 'her', 'box', 'leave', 'behind', 'it', 'contain', 'ordinary', 'wear', 'apparel', 'there', 'clue', 'identity', 'whereabouts']"
2,The Hunter's Lodge Case,6,*       *       *       *       *,1,"From Mrs. Havering we elicited all the facts we could. “I engaged her about three weeks ago, when Mrs. Emery, our former housekeeper, left. She came to me from Mrs. Selboume’s Agency in Mount St.—a very well-known place. I get all my servants from there. They sent several women to see me, but this Mrs. Middleton seemed much the nicest, and had splendid references. I engaged her on the spot, and notified the Agency of the fact. I can’t believe that there was anything wrong with her. She was such a nice, quiet woman.” The thing was certainly a mystery. While it was clear that the woman herself could not have committed the crime, since at the moment the","['from', 'Mrs.', 'Havering', 'elicit', 'fact', 'could', 'I', 'engage', 'three', 'week', 'ago', 'Mrs.', 'Emery', 'former', 'housekeeper', 'leave', 'she', 'come', 'Mrs.', 'Selboume', '’s', 'Agency', 'Mount', 'St.—a', 'well', 'know', 'place', 'I', 'get', 'servant', 'they', 'send', 'several', 'woman', 'see', 'Mrs.', 'Middleton', 'seem', 'much', 'nice', 'splendid', 'reference', 'I', 'engage', 'spot', 'notify', 'Agency', 'fact', 'I', 'can', 'not', 'believe', 'anything', 'wrong', 'she', 'nice', 'quiet', 'woman', 'the', 'thing', 'certainly', 'mystery', 'while', 'clear', 'woman', 'could', 'commit', 'crime', 'since', 'moment']"
2,The Hunter's Lodge Case,6,*       *       *       *       *,2,"shot was fired Mrs. Havering was with her in the hall, nevertheless she must have some connection with the murder, or why should she suddenly take to her heels and bolt? I wired the latest development to Poirot, and suggested returning to London and making inquiries at Selbourne’s Agency. Poirot’s reply was prompt: Useless to inquire at Agency. They will never have heard of her. Find out what vehicle took her up to Hunter’s Lodge when she first arrived there. Though mystified, I was obedient. The means of transport in Elmer’s Dale were limited. The local garage had two cars, and there were two station flies. None of these had been requisitioned on the date in question. I may","['shot', 'fire', 'Mrs.', 'Havering', 'hall', 'nevertheless', 'must', 'connection', 'murder', 'suddenly', 'take', 'heel', 'bolt', 'I', 'wire', 'late', 'development', 'Poirot', 'suggest', 'return', 'London', 'make', 'inquiry', 'Selbourne', '’s', 'Agency', 'Poirot', '’s', 'reply', 'prompt', 'useless', 'inquire', 'Agency', 'they', 'never', 'hear', 'find', 'vehicle', 'take', 'Hunter', '’s', 'Lodge', 'first', 'arrive', 'though', 'mystify', 'I', 'obedient', 'the', 'mean', 'transport', 'Elmer', '’s', 'Dale', 'limited', 'the', 'local', 'garage', 'two', 'car', 'two', 'station', 'fly', 'none', 'requisition', 'date', 'question', 'I', 'may']"
2,The Hunter's Lodge Case,6,*       *       *       *       *,3,"also mention that inquiries at the Agency in London bore out Poirot’s prognostication. No such woman as “Mrs. Middleton” had ever been on their books. They had received the Hon. Mrs. Havering’s application for a housekeeper, and had sent her various applicants for the post. When she sent them the engagement fee, she omitted to mention which woman she had selected. [It is suggested that the reader pause in his perusal of the story at this point, make his own solution of the mystery—and then see how close he comes to that of the author—The Editors.] Somewhat crestfallen, I returned to London. I found Poirot established in an armchair by the fire. He greeted me with much affection. “_Mon","['also', 'mention', 'inquiry', 'Agency', 'London', 'bear', 'Poirot', '’s', 'prognostication', 'no', 'woman', 'Mrs.', 'Middleton', 'ever', 'book', 'they', 'receive', 'Hon', 'Mrs.', 'Havering', '’s', 'application', 'housekeeper', 'send', 'various', 'applicant', 'post', 'when', 'send', 'engagement', 'fee', 'omit', 'mention', 'woman', 'select', 'it', 'suggest', 'reader', 'pause', 'perusal', 'story', 'point', 'make', 'solution', 'mystery', 'see', 'close', 'come', 'author', 'the', 'editor', 'somewhat', 'crestfallen', 'I', 'return', 'London', 'I', 'find', 'Poirot', 'establish', 'armchair', 'fire', 'he', 'greet', 'much', 'affection', 'Mon']"
2,The Hunter's Lodge Case,6,*       *       *       *       *,4,"ami Hastings!_ But how glad I am to see you! Veritably I have for you a great affection! And you have enjoyed yourself? You have run to and fro with the good Japp? You have interrogated and investigated to your heart’s content?” “Poirot,” I cried, “the thing’s a dark mystery! It will never be solved.” “It is true that we are not likely to cover ourselves with glory over it.” “No, indeed. It’s a hard nut to crack.” “Oh, as far as that goes, me, I am very good at cracking the nuts! A veritable squirrel! It is not that which embarrasses me. I know well enough who killed Mr. Harrington Pace.” “You know? How did you find out?”","['ami', 'Hastings', 'but', 'glad', 'I', 'see', 'veritably', 'I', 'great', 'affection', 'and', 'enjoy', 'you', 'run', 'fro', 'good', 'Japp', 'you', 'interrogate', 'investigate', 'heart', '’s', 'content', 'Poirot', 'I', 'cry', 'thing', '’', 'dark', 'mystery', 'it', 'never', 'solve', 'it', 'true', 'likely', 'cover', 'glory', 'no', 'indeed', 'it', '’', 'hard', 'nut', 'crack', 'oh', 'far', 'go', 'I', 'good', 'crack', 'nut', 'a', 'veritable', 'squirrel', 'it', 'embarrass', 'I', 'know', 'well', 'enough', 'kill', 'Mr.', 'Harrington', 'Pace', 'you', 'know', 'how', 'find']"
